Min_Temp,Rainfall,Cloud_Coverage,Station_Number,ALT,rain_latitude,rain_longitude,dist_to_water,Flood
13.4,11.0,1.5,41883,20,273.68,982.96,0.003549754522419,0
9.5,0.0,0.3,41863,37,0.0,0.0,0.0119194042792794,0
14.9,0.0,1.4,41950,4,0.0,0.0,0.0039501573256362,0
26.6,94.0,5.6,41895,20,2288.9,8324.64,0.0052119540951878,0
25.9,506.0,6.2,41946,6,11476.08,45069.42,0.0002734213434593,1
19.8,98.0,1.2,41953,6,2237.3399999999997,8925.84,0.0046592178673608,0
11.1,26.0,1.9,41895,20,633.1,2302.56,0.0052119540951878,0
16.6,10.0,2.4,41966,63,226.70000000000002,922.0,0.0457193345892512,0
26.1,320.0,5.3,41984,3,7033.6,28870.4,0.0012831587583359,0
25.7,889.0,5.9,41964,6,20002.5,81307.93999999999,0.004640548819188,1
16.6,1.0,2.2,41915,23,24.29,91.73,0.0130790497151562,0
17.4,0.0,0.2,41933,10,0.0,0.0,0.0019168690505087,0
